30.000000 ,157.160000 ,1.000000 ,1.000000
30.000000 ,155.490000 ,2.000000 ,1.000000
30.000000 ,154.240000 ,3.000000 ,1.000000
30.000000 ,153.470000 ,4.000000 ,1.000000
30.000000 ,151.150000 ,5.000000 ,1.000000
30.000000 ,146.890000 ,6.000000 ,1.000000
30.000000 ,144.970000 ,7.000000 ,1.000000
30.000000 ,142.960000 ,8.000000 ,1.000000
30.000000 ,142.420000 ,9.000000 ,1.000000
30.000000 ,139.830000 ,10.000000 ,1.000000
30.000000 ,137.400000 ,11.000000 ,1.000000
30.000000 ,136.220000 ,12.000000 ,1.000000
30.000000 ,135.140000 ,13.000000 ,1.000000
30.000000 ,134.280000 ,14.000000 ,1.000000
30.000000 ,133.830000 ,15.000000 ,1.000000
30.000000 ,133.160000 ,16.000000 ,1.000000
30.000000 ,132.590000 ,17.000000 ,1.000000
30.000000 ,131.870000 ,18.000000 ,1.000000
30.700000 ,147.940000 ,19.000000 ,1.000000
30.700000 ,138.690000 ,20.000000 ,1.000000
30.700000 ,137.200000 ,21.000000 ,1.000000
30.700000 ,135.570000 ,22.000000 ,1.000000
30.700000 ,134.190000 ,23.000000 ,1.000000
30.700000 ,133.560000 ,24.000000 ,1.000000
30.700000 ,133.060000 ,25.000000 ,1.000000
30.700000 ,132.250000 ,26.000000 ,1.000000
31.400000 ,157.920000 ,27.000000 ,1.000000
31.400000 ,154.210000 ,28.000000 ,1.000000
31.400000 ,149.620000 ,29.000000 ,1.000000
31.400000 ,146.650000 ,30.000000 ,1.000000
31.400000 ,141.790000 ,31.000000 ,1.000000
31.400000 ,137.710000 ,32.000000 ,1.000000
31.400000 ,134.110000 ,33.000000 ,1.000000
31.400000 ,133.570000 ,34.000000 ,1.000000
31.400000 ,133.000000 ,35.000000 ,1.000000
31.400000 ,132.380000 ,36.000000 ,1.000000
31.400000 ,131.360000 ,37.000000 ,1.000000
31.400000 ,337.550000 ,38.000000 ,0.000000
32.100000 ,157.190000 ,39.000000 ,1.000000
32.100000 ,154.050000 ,40.000000 ,1.000000
32.100000 ,150.760000 ,41.000000 ,1.000000
32.100000 ,150.080000 ,42.000000 ,1.000000
32.100000 ,149.340000 ,43.000000 ,1.000000
32.100000 ,146.260000 ,44.000000 ,1.000000
32.100000 ,144.830000 ,45.000000 ,1.000000
32.100000 ,142.960000 ,46.000000 ,1.000000
32.100000 ,141.930000 ,47.000000 ,1.000000
32.100000 ,139.290000 ,48.000000 ,1.000000
32.100000 ,136.110000 ,49.000000 ,1.000000
32.100000 ,135.640000 ,50.000000 ,1.000000
32.100000 ,134.270000 ,51.000000 ,1.000000
32.100000 ,133.750000 ,52.000000 ,1.000000
32.100000 ,133.190000 ,53.000000 ,1.000000
32.100000 ,132.660000 ,54.000000 ,1.000000
32.100000 ,272.390000 ,55.000000 ,0.000000
32.800000 ,158.530000 ,56.000000 ,1.000000
32.800000 ,155.190000 ,57.000000 ,1.000000
32.800000 ,150.990000 ,58.000000 ,1.000000
32.800000 ,148.180000 ,59.000000 ,1.000000
32.800000 ,141.790000 ,60.000000 ,1.000000
32.800000 ,138.130000 ,61.000000 ,1.000000
32.800000 ,133.870000 ,62.000000 ,1.000000
32.800000 ,133.340000 ,63.000000 ,1.000000
32.800000 ,132.410000 ,64.000000 ,1.000000
32.800000 ,131.580000 ,65.000000 ,1.000000
33.500000 ,65.930000 ,66.000000 ,0.000000
33.500000 ,102.530000 ,67.000000 ,0.000000
33.500000 ,157.070000 ,68.000000 ,1.000000
33.500000 ,154.910000 ,69.000000 ,1.000000
33.500000 ,151.150000 ,70.000000 ,1.000000
33.500000 ,149.110000 ,71.000000 ,1.000000
33.500000 ,148.180000 ,72.000000 ,1.000000
33.500000 ,146.390000 ,73.000000 ,1.000000
33.500000 ,145.220000 ,74.000000 ,1.000000
33.500000 ,142.780000 ,75.000000 ,1.000000
33.500000 ,137.910000 ,76.000000 ,1.000000
33.500000 ,136.070000 ,77.000000 ,1.000000
33.500000 ,134.930000 ,78.000000 ,1.000000
33.500000 ,134.360000 ,79.000000 ,1.000000
33.500000 ,133.870000 ,80.000000 ,1.000000
33.500000 ,133.060000 ,81.000000 ,1.000000
33.500000 ,132.570000 ,82.000000 ,1.000000
33.500000 ,130.820000 ,83.000000 ,1.000000
33.500000 ,227.630000 ,84.000000 ,0.000000
34.200000 ,152.370000 ,85.000000 ,1.000000
34.200000 ,151.150000 ,86.000000 ,1.000000
34.200000 ,150.510000 ,87.000000 ,1.000000
34.200000 ,146.110000 ,88.000000 ,1.000000
34.200000 ,138.010000 ,89.000000 ,1.000000
34.200000 ,137.470000 ,90.000000 ,1.000000
34.200000 ,135.870000 ,91.000000 ,1.000000
34.200000 ,134.810000 ,92.000000 ,1.000000
34.200000 ,134.290000 ,93.000000 ,1.000000
34.200000 ,133.620000 ,94.000000 ,1.000000
34.200000 ,133.130000 ,95.000000 ,1.000000
34.200000 ,132.310000 ,96.000000 ,1.000000
34.200000 ,131.540000 ,97.000000 ,1.000000
34.200000 ,130.740000 ,98.000000 ,1.000000
34.200000 ,267.230000 ,99.000000 ,0.000000
34.900000 ,157.180000 ,100.000000 ,1.000000
34.900000 ,152.930000 ,101.000000 ,1.000000
34.900000 ,151.070000 ,102.000000 ,1.000000
34.900000 ,150.080000 ,103.000000 ,1.000000
34.900000 ,149.470000 ,104.000000 ,1.000000
34.900000 ,143.960000 ,105.000000 ,1.000000
34.900000 ,142.210000 ,106.000000 ,1.000000
34.900000 ,138.380000 ,107.000000 ,1.000000
34.900000 ,137.220000 ,108.000000 ,1.000000
34.900000 ,136.610000 ,109.000000 ,1.000000
34.900000 ,135.770000 ,110.000000 ,1.000000
34.900000 ,135.080000 ,111.000000 ,1.000000
34.900000 ,133.490000 ,112.000000 ,1.000000
34.900000 ,133.030000 ,113.000000 ,1.000000
